序号,学校名称,所在省,机构/学校编号,所在地市,主管部门,办学层次,办学性质,机构/学校标签,备注2,,,,,,,
2022,"广西中医药大学赛恩斯新医药
学院",广西壮族自治区,GX_032,南宁市,广西自治区教育厅,本科,民办,,,,,,,,,
2023,"桂林电子科技大学信息科技
学院",广西壮族自治区,GX_033,桂林市,广西自治区教育厅,本科,民办,,,,,,,,,
2024,桂林理工大学博文管理学院,广西壮族自治区,GX_034,桂林市,广西自治区教育厅,本科,民办,,,,,,,,,
2025,广西外国语学院,广西壮族自治区,GX_035,南宁市,广西自治区教育厅,本科,民办,,,,,,,,,
2026,北京航空航天大学北海学院,广西壮族自治区,GX_036,北海市,广西自治区教育厅,本科,民办,,,,,,,,,
2027,广西机电职业技术学院,广西壮族自治区,GX_037,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2028,广西体育高等专科学校,广西壮族自治区,GX_038,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2029,南宁职业技术学院,广西壮族自治区,GX_039,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2030,广西水利电力职业技术学院,广西壮族自治区,GX_040,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2031,桂林师范高等专科学校,广西壮族自治区,GX_041,桂林市,广西壮族自治区,专科,公办,,,,,,,,,
2032,广西职业技术学院,广西壮族自治区,GX_042,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2033,柳州职业技术学院,广西壮族自治区,GX_043,柳州市,广西壮族自治区,专科,公办,,,,,,,,,
2034,广西生态工程职业技术学院,广西壮族自治区,GX_044,柳州市,广西壮族自治区,专科,公办,,,,,,,,,
2035,广西交通职业技术学院,广西壮族自治区,GX_045,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2036,广西工业职业技术学院,广西壮族自治区,GX_046,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2037,广西国际商务职业技术学院,广西壮族自治区,GX_047,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2038,广西农业职业技术学院,广西壮族自治区,GX_048,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2039,柳州铁道职业技术学院,广西壮族自治区,GX_049,柳州市,广西壮族自治区,专科,公办,,,,,,,,,
2040,广西建设职业技术学院,广西壮族自治区,GX_050,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2041,广西现代职业技术学院,广西壮族自治区,GX_051,河池市,广西壮族自治区,专科,公办,,,,,,,,,
2042,北海职业学院,广西壮族自治区,GX_052,北海市,广西壮族自治区,专科,公办,,,,,,,,,
2043,桂林山水职业学院,广西壮族自治区,GX_053,桂林市,广西自治区教育厅,专科,民办,,,,,,,,,
2044,广西经贸职业技术学院,广西壮族自治区,GX_054,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2045,广西工商职业技术学院,广西壮族自治区,GX_055,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2046,广西演艺职业学院,广西壮族自治区,GX_056,南宁市,广西自治区教育厅,专科,民办,,,,,,,,,
2047,广西电力职业技术学院,广西壮族自治区,GX_057,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2048,广西城市职业学院,广西壮族自治区,GX_058,崇左市,广西自治区教育厅,专科,民办,,,,,,,,,
2049,广西英华国际职业学院,广西壮族自治区,GX_059,钦州市,广西自治区教育厅,专科,民办,,,,,,,,,
2050,柳州城市职业学院,广西壮族自治区,GX_060,柳州市,广西壮族自治区,专科,公办,,,,,,,,,
2051,百色职业学院,广西壮族自治区,GX_061,百色市,广西壮族自治区,专科,公办,,,,,,,,,
2052,广西工程职业学院,广西壮族自治区,GX_062,百色市,广西自治区教育厅,专科,民办,,,,,,,,,
2053,广西理工职业技术学院,广西壮族自治区,GX_063,崇左市,广西自治区教育厅,专科,民办,,,,,,,,,
2054,梧州职业学院,广西壮族自治区,GX_064,梧州市,广西壮族自治区,专科,公办,,,,,,,,,
2055,广西经济职业学院,广西壮族自治区,GX_065,南宁市,广西自治区教育厅,专科,民办,,,,,,,,,
2056,广西幼儿师范高等专科学校,广西壮族自治区,GX_066,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2057,广西科技职业学院,广西壮族自治区,GX_067,崇左市,广西自治区教育厅,专科,民办,,,,,,,,,
2058,广西卫生职业技术学院,广西壮族自治区,GX_068,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2059,广西培贤国际职业学院,广西壮族自治区,GX_069,百色市,广西自治区教育厅,专科,民办,,,,,,,,,
2060,广西金融职业技术学院,广西壮族自治区,GX_070,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2061,广西中远职业学院,广西壮族自治区,GX_071,崇左市,广西自治区教育厅,专科,民办,,,,,,,,,
2062,玉柴职业技术学院,广西壮族自治区,GX_072,玉林市,广西自治区教育厅,专科,民办,,,,,,,,,
2063,广西蓝天航空职业学院,广西壮族自治区,GX_073,来宾市,广西自治区教育厅,专科,民办,,,,,,,,,
2064,广西安全工程职业技术学院,广西壮族自治区,GX_074,南宁市,广西壮族自治区,专科,公办,,,,,,,,,
2065,海南大学,海南省,HI_001,海口市,海南省,本科,公办,211,海南省（19所）,,,,,,,
2066,海南热带海洋学院,海南省,HI_002,三亚市,海南省,本科,公办,,,,,,,,,
2067,海南师范大学,海南省,HI_003,海口市,海南省,本科,公办,,,,,,,,,
2068,海南医学院,海南省,HI_004,海口市,海南省,本科,公办,,,,,,,,,
2069,海口经济学院,海南省,HI_005,海口市,海南省教育厅,本科,民办,,,,,,,,,
2070,琼台师范学院,海南省,HI_006,海口市,海南省,本科,公办,,,,,,,,,
2071,三亚学院,海南省,HI_007,三亚市,海南省教育厅,本科,民办,,,,,,,,,
2072,海南职业技术学院,海南省,HI_008,海口市,海南省,专科,公办,,,,,,,,,
2073,三亚城市职业学院,海南省,HI_009,三亚市,海南省教育厅,专科,民办,,,,,,,,,
2074,海南软件职业技术学院,海南省,HI_010,琼海市,海南省,专科,公办,,,,,,,,,
2075,海南政法职业学院,海南省,HI_011,海口市,海南省,专科,公办,,,,,,,,,
2076,海南外国语职业学院,海南省,HI_012,文昌市,海南省,专科,公办,,,,,,,,,
2077,海南经贸职业技术学院,海南省,HI_013,海口市,海南省,专科,公办,,,,,,,,,
2078,海南工商职业学院,海南省,HI_014,海口市,海南省教育厅,专科,民办,,,,,,,,,
2079,三亚航空旅游职业学院,海南省,HI_015,三亚市,海南省教育厅,专科,民办,,,,,,,,,
2080,海南科技职业学院,海南省,HI_016,海口市,海南省教育厅,专科,民办,,,,,,,,,
2081,三亚理工职业学院,海南省,HI_017,三亚市,海南省教育厅,专科,民办,,,,,,,,,
2082,海南体育职业技术学院,海南省,HI_018,海口市,海南省,专科,公办,,,,,,,,,
2083,三亚中瑞酒店管理职业学院,海南省,HI_019,三亚市,海南省教育厅,专科,民办,,,,,,,,,
2084,重庆大学,重庆市,CQ_001,重庆市,教育部,本科,公办,211/985,重庆市（65所）,,,,,,,
2085,重庆邮电大学,重庆市,CQ_002,重庆市,重庆市,本科,公办,,,,,,,,,
2086,重庆交通大学,重庆市,CQ_003,重庆市,重庆市,本科,公办,,,,,,,,,
2087,重庆医科大学,重庆市,CQ_004,重庆市,重庆市,本科,公办,,,,,,,,,
2088,西南大学,重庆市,CQ_005,重庆市,教育部,本科,公办,,,,,,,,,
2089,重庆师范大学,重庆市,CQ_006,重庆市,重庆市,本科,公办,,,,,,,,,
2090,重庆文理学院,重庆市,CQ_007,重庆市,重庆市,本科,公办,,,,,,,,,
2091,重庆三峡学院,重庆市,CQ_008,重庆市,重庆市,本科,公办,,,,,,,,,
2092,长江师范学院,重庆市,CQ_009,重庆市,重庆市,本科,公办,,,,,,,,,
2093,四川外国语大学,重庆市,CQ_010,重庆市,重庆市,本科,公办,,,,,,,,,
2094,西南政法大学,重庆市,CQ_011,重庆市,重庆市,本科,公办,,,,,,,,,
2095,四川美术学院,重庆市,CQ_012,重庆市,重庆市,本科,公办,,,,,,,,,
2096,重庆科技学院,重庆市,CQ_013,重庆市,重庆市,本科,公办,,,,,,,,,
2097,重庆理工大学,重庆市,CQ_014,重庆市,重庆市,本科,公办,,,,,,,,,
2098,重庆工商大学,重庆市,CQ_015,重庆市,重庆市,本科,公办,,,,,,,,,
2099,重庆工程学院,重庆市,CQ_016,重庆市,重庆市教委,本科,民办,,,,,,,,,
2100,重庆大学城市科技学院,重庆市,CQ_017,重庆市,重庆市教委,本科,民办,,,,,,,,,
2101,重庆警察学院,重庆市,CQ_018,重庆市,重庆市,本科,公办,,,,,,,,,
2102,重庆人文科技学院,重庆市,CQ_019,重庆市,重庆市教委,本科,民办,,,,,,,,,
2103,"四川外国语大学重庆南方翻译
学院",重庆市,CQ_020,重庆市,重庆市教委,本科,民办,,,,,,,,,
2104,重庆师范大学涉外商贸学院,重庆市,CQ_021,重庆市,重庆市教委,本科,民办,,,,,,,,,
2105,重庆工商大学融智学院,重庆市,CQ_022,重庆市,重庆市教委,本科,民办,,,,,,,,,
2106,重庆工商大学派斯学院,重庆市,CQ_023,重庆市,重庆市教委,本科,民办,,,,,,,,,
2107,重庆邮电大学移通学院,重庆市,CQ_024,重庆市,重庆市教委,本科,民办,,,,,,,,,
2108,重庆第二师范学院,重庆市,CQ_025,重庆市,重庆市,本科,公办,,,,,,,,,
2109,重庆航天职业技术学院,重庆市,CQ_026,重庆市,重庆市,专科,公办,,,,,,,,,
2110,重庆电力高等专科学校,重庆市,CQ_027,重庆市,重庆市,专科,公办,,,,,,,,,
2111,重庆工业职业技术学院,重庆市,CQ_028,重庆市,重庆市,专科,公办,,,,,,,,,
2112,重庆三峡职业学院,重庆市,CQ_029,重庆市,重庆市,专科,公办,,,,,,,,,
2113,重庆工贸职业技术学院,重庆市,CQ_030,重庆市,重庆市,专科,公办,,,,,,,,,
2114,重庆机电职业技术学院,重庆市,CQ_031,重庆市,重庆市教委,专科,民办,,,,,,,,,
2115,重庆电子工程职业学院,重庆市,CQ_032,重庆市,重庆市,专科,公办,,,,,,,,,
2116,重庆海联职业技术学院,重庆市,CQ_033,重庆市,重庆市教委,专科,民办,,,,,,,,,
2117,重庆信息技术职业学院,重庆市,CQ_034,重庆市,重庆市教委,专科,民办,,,,,,,,,
2118,重庆传媒职业学院,重庆市,CQ_035,重庆市,重庆市教委,专科,民办,,,,,,,,,
2119,重庆城市管理职业学院,重庆市,CQ_036,重庆市,重庆市,专科,公办,,,,,,,,,
2120,重庆工程职业技术学院,重庆市,CQ_037,重庆市,重庆市,专科,公办,,,,,,,,,
2121,重庆房地产职业学院,重庆市,CQ_038,重庆市,重庆市教委,专科,民办,,,,,,,,,
2122,重庆城市职业学院,重庆市,CQ_039,重庆市,重庆市,专科,公办,,,,,,,,,
2123,重庆水利电力职业技术学院,重庆市,CQ_040,重庆市,重庆市,专科,公办,,,,,,,,,
2124,重庆工商职业学院,重庆市,CQ_041,重庆市,重庆市,专科,公办,,,,,,,,,
2125,重庆应用技术职业学院,重庆市,CQ_042,重庆市,重庆市教委,专科,民办,,,,,,,,,
2126,重庆三峡医药高等专科学校,重庆市,CQ_043,重庆市,重庆市,专科,公办,,,,,,,,,
2127,重庆医药高等专科学校,重庆市,CQ_044,重庆市,重庆市,专科,公办,,,,,,,,,
2128,重庆青年职业技术学院,重庆市,CQ_045,重庆市,重庆市,专科,公办,,,,,,,,,
2129,重庆财经职业学院,重庆市,CQ_046,重庆市,重庆市,专科,公办,,,,,,,,,
2130,重庆科创职业学院,重庆市,CQ_047,重庆市,重庆市教委,专科,民办,,,,,,,,,
2131,重庆建筑工程职业学院,重庆市,CQ_048,重庆市,重庆市,专科,公办,,,,,,,,,
2132,重庆电讯职业学院,重庆市,CQ_049,重庆市,重庆市教委,专科,民办,,,,,,,,,
2133,重庆能源职业学院,重庆市,CQ_050,重庆市,重庆市教委,专科,民办,,,,,,,,,
2134,重庆商务职业学院,重庆市,CQ_051,重庆市,重庆市,专科,公办,,,,,,,,,
2135,重庆交通职业学院,重庆市,CQ_052,重庆市,重庆市教委,专科,民办,,,,,,,,,
2136,重庆化工职业学院,重庆市,CQ_053,重庆市,重庆市,专科,公办,,,,,,,,,
2137,重庆旅游职业学院,重庆市,CQ_054,重庆市,重庆市,专科,公办,,,,,,,,,
2138,重庆安全技术职业学院,重庆市,CQ_055,重庆市,重庆市,专科,公办,,,,,,,,,
2139,重庆公共运输职业学院,重庆市,CQ_056,重庆市,重庆市教委,专科,民办,,,,,,,,,
2140,重庆艺术工程职业学院,重庆市,CQ_057,重庆市,重庆市教委,专科,民办,,,,,,,,,
2141,重庆轻工职业学院,重庆市,CQ_058,重庆市,重庆市教委,专科,民办,,,,,,,,,
2142,重庆电信职业学院,重庆市,CQ_059,重庆市,重庆市教委,专科,民办,,,,,,,,,
2143,重庆经贸职业学院,重庆市,CQ_060,重庆市,重庆市教委,专科,民办,,,,,,,,,
2144,重庆幼儿师范高等专科学校,重庆市,CQ_061,重庆市,重庆市,专科,公办,,,,,,,,,
2145,重庆文化艺术职业学院,重庆市,CQ_062,重庆市,重庆市,专科,公办,,,,,,,,,
2146,重庆科技职业学院,重庆市,CQ_063,重庆市,重庆市教委,专科,民办,,,,,,,,,
2147,重庆资源与环境保护职业学院,重庆市,CQ_064,重庆市,重庆市教委,专科,民办,,,,,,,,,
2148,重庆护理职业学院,重庆市,CQ_065,重庆市,重庆市教委,专科,民办,,,,,,,,,
2149,四川大学,四川省,SC_001,成都市,教育部,本科,公办,211/985,四川省（109所）,,,,,,,
2150,西南交通大学,四川省,SC_002,成都市,教育部,本科,公办,211,,,,,,,,
2151,电子科技大学,四川省,SC_003,成都市,教育部,本科,公办,211/985,,,,,,,,
2152,西南石油大学,四川省,SC_004,成都市,四川省,本科,公办,,,,,,,,,
2153,成都理工大学,四川省,SC_005,成都市,四川省,本科,公办,,,,,,,,,
2154,西南科技大学,四川省,SC_006,绵阳市,四川省,本科,公办,,,,,,,,,
2155,成都信息工程大学,四川省,SC_007,成都市,四川省,本科,公办,,,,,,,,,
2156,四川理工学院,四川省,SC_008,自贡市,四川省,本科,公办,,,,,,,,,
2157,西华大学,四川省,SC_009,成都市,四川省,本科,公办,,,,,,,,,
2158,中国民用航空飞行学院,四川省,SC_010,德阳市,交通运输部,本科,公办,,,,,,,,,
2159,四川农业大学,四川省,SC_011,雅安市,四川省,本科,公办,211,,,,,,,,
2160,西昌学院,四川省,SC_012,"凉山彝族
自治州",四川省,本科,公办,,,,,,,,,
2161,西南医科大学,四川省,SC_013,泸州市,四川省,本科,公办,,,,,,,,,
2162,成都中医药大学,四川省,SC_014,成都市,四川省,本科,公办,,,,,,,,,
2163,川北医学院,四川省,SC_015,南充市,四川省,本科,公办,,,,,,,,,
2164,四川师范大学,四川省,SC_016,成都市,四川省,本科,公办,,,,,,,,,
2165,西华师范大学,四川省,SC_017,南充市,四川省,本科,公办,,,,,,,,,
2166,绵阳师范学院,四川省,SC_018,绵阳市,四川省,本科,公办,,,,,,,,,
2167,内江师范学院,四川省,SC_019,内江市,四川省,本科,公办,,,,,,,,,
2168,宜宾学院,四川省,SC_020,宜宾市,四川省,本科,公办,,,,,,,,,
2169,四川文理学院,四川省,SC_021,达州市,四川省,本科,公办,,,,,,,,,
2170,阿坝师范学院,四川省,SC_022,阿坝藏族羌族自治州,四川省,本科,公办,,,,,,,,,
2171,乐山师范学院,四川省,SC_023,乐山市,四川省,本科,公办,,,,,,,,,
2172,西南财经大学,四川省,SC_024,成都市,教育部,本科,公办,211,,,,,,,,
2173,成都体育学院,四川省,SC_025,成都市,四川省,本科,公办,,,,,,,,,
2174,四川音乐学院,四川省,SC_026,成都市,四川省,本科,公办,,,,,,,,,
2175,西南民族大学,四川省,SC_027,成都市,国家民委,本科,公办,,,,,,,,,
2176,成都学院,四川省,SC_028,成都市,四川省,本科,公办,,,,,,,,,
2177,成都工业学院,四川省,SC_029,成都市,四川省,本科,公办,,,,,,,,,
2178,攀枝花学院,四川省,SC_030,攀枝花市,四川省,本科,公办,,,,,,,,,
2179,四川旅游学院,四川省,SC_031,成都市,四川省,本科,公办,,,,,,,,,
2180,四川民族学院,四川省,SC_032,"甘孜藏族
自治州",四川省,本科,公办,,,,,,,,,
2181,四川警察学院,四川省,SC_033,泸州市,四川省,本科,公办,,,,,,,,,
2182,成都东软学院,四川省,SC_034,成都市,四川省教育厅,本科,民办,,,,,,,,,
2183,电子科技大学成都学院,四川省,SC_035,成都市,四川省教育厅,本科,民办,,,,,,,,,
2184,成都理工大学工程技术学院,四川省,SC_036,乐山市,四川省教育厅,本科,民办,,,,,,,,,
2185,四川传媒学院,四川省,SC_037,成都市,四川省教育厅,本科,民办,,,,,,,,,
2186,成都信息工程大学银杏酒店管理学院,四川省,SC_038,成都市,四川省教育厅,本科,民办,,,,,,,,,
2187,成都文理学院,四川省,SC_039,成都市,四川省教育厅,本科,民办,,,,,,,,,
2188,四川工商学院,四川省,SC_040,成都市,四川省教育厅,本科,民办,,,,,,,,,
2189,四川外国语大学成都学院,四川省,SC_041,成都市,四川省教育厅,本科,民办,,,,,,,,,
2190,成都医学院,四川省,SC_042,成都市,四川省,本科,公办,,,,,,,,,
2191,四川工业科技学院,四川省,SC_043,德阳市,四川省教育厅,本科,民办,,,,,,,,,
2192,四川大学锦城学院,四川省,SC_044,成都市,四川省教育厅,本科,民办,,,,,,,,,
2193,西南财经大学天府学院,四川省,SC_045,绵阳市,四川省教育厅,本科,民办,,,,,,,,,
2194,四川大学锦江学院,四川省,SC_046,眉山市,四川省教育厅,本科,民办,,,,,,,,,
2195,四川文化艺术学院,四川省,SC_047,绵阳市,四川省教育厅,本科,民办,,,,,,,,,
2196,西南科技大学城市学院,四川省,SC_048,绵阳市,四川省教育厅,本科,民办,,,,,,,,,
2197,西南交通大学希望学院,四川省,SC_049,南充市,四川省教育厅,本科,民办,,,,,,,,,
2198,成都师范学院,四川省,SC_050,成都市,四川省,本科,公办,,,,,,,,,
2199,四川电影电视学院,四川省,SC_051,成都市,四川省教育厅,本科,民办,,,,,,,,,
2200,成都纺织高等专科学校,四川省,SC_052,成都市,四川省,专科,公办,,,,,,,,,
2201,民办四川天一学院,四川省,SC_053,成都市,四川省教育厅,专科,民办,,,,,,,,,
2202,成都航空职业技术学院,四川省,SC_054,成都市,四川省,专科,公办,,,,,,,,,
2203,四川电力职业技术学院,四川省,SC_055,成都市,四川省,专科,公办,,,,,,,,,
2204,成都职业技术学院,四川省,SC_056,成都市,四川省,专科,公办,,,,,,,,,
2205,四川化工职业技术学院,四川省,SC_057,泸州市,四川省,专科,公办,,,,,,,,,
2206,四川水利职业技术学院,四川省,SC_058,成都市,四川省,专科,公办,,,,,,,,,
2207,南充职业技术学院,四川省,SC_059,南充市,四川省,专科,公办,,,,,,,,,
2208,内江职业技术学院,四川省,SC_060,内江市,四川省,专科,公办,,,,,,,,,
2209,四川航天职业技术学院,四川省,SC_061,成都市,四川省,专科,公办,,,,,,,,,
2210,四川邮电职业技术学院,四川省,SC_062,成都市,四川省,专科,公办,,,,,,,,,
2211,四川机电职业技术学院,四川省,SC_063,攀枝花市,四川省,专科,公办,,,,,,,,,
2212,绵阳职业技术学院,四川省,SC_064,绵阳市,四川省,专科,公办,,,,,,,,,
2213,四川交通职业技术学院,四川省,SC_065,成都市,四川省,专科,公办,,,,,,,,,
2214,四川工商职业技术学院,四川省,SC_066,成都市,四川省,专科,公办,,,,,,,,,
2215,四川工程职业技术学院,四川省,SC_067,德阳市,四川省,专科,公办,,,,,,,,,
2216,四川建筑职业技术学院,四川省,SC_068,德阳市,四川省,专科,公办,,,,,,,,,
2217,达州职业技术学院,四川省,SC_069,达州市,四川省,专科,公办,,,,,,,,,
2218,四川托普信息技术职业学院,四川省,SC_070,成都市,四川省教育厅,专科,民办,,,,,,,,,
2219,四川国际标榜职业学院,四川省,SC_071,成都市,四川省教育厅,专科,民办,,,,,,,,,
2220,成都农业科技职业学院,四川省,SC_072,成都市,四川省,专科,公办,,,,,,,,,
2221,宜宾职业技术学院,四川省,SC_073,宜宾市,四川省,专科,公办,,,,,,,,,
2222,泸州职业技术学院,四川省,SC_074,泸州市,四川省,专科,公办,,,,,,,,,
2223,眉山职业技术学院,四川省,SC_075,眉山市,四川省,专科,公办,,,,,,,,,
2224,成都艺术职业学院,四川省,SC_076,成都市,四川省教育厅,专科,民办,,,,,,,,,
2225,四川职业技术学院,四川省,SC_077,遂宁市,四川省,专科,公办,,,,,,,,,
2226,乐山职业技术学院,四川省,SC_078,乐山市,四川省,专科,公办,,,,,,,,,
2227,雅安职业技术学院,四川省,SC_079,雅安市,四川省,专科,公办,,,,,,,,,
2228,四川商务职业学院,四川省,SC_080,成都市,四川省,专科,公办,,,,,,,,,
2229,四川司法警官职业学院,四川省,SC_081,德阳市,四川省,专科,公办,,,,,,,,,
2230,广安职业技术学院,四川省,SC_082,广安市,四川省,专科,公办,,,,,,,,,
2231,四川信息职业技术学院,四川省,SC_083,广元市,四川省,专科,公办,,,,,,,,,
2232,四川文化传媒职业学院,四川省,SC_084,成都市,四川省教育厅,专科,民办,,,,,,,,,
2233,四川华新现代职业学院,四川省,SC_085,成都市,四川省教育厅,专科,民办,,,,,,,,,
2234,四川管理职业学院,四川省,SC_086,成都市,四川省,专科,公办,,,,,,,,,
2235,四川艺术职业学院,四川省,SC_087,成都市,四川省,专科,公办,,,,,,,,,
2236,四川中医药高等专科学校,四川省,SC_088,绵阳市,四川省,专科,公办,,,,,,,,,
2237,四川科技职业学院,四川省,SC_089,成都市,四川省教育厅,专科,民办,,,,,,,,,
2238,四川文化产业职业学院,四川省,SC_090,成都市,四川省,专科,公办,,,,,,,,,
2239,四川财经职业学院,四川省,SC_091,成都市,四川省,专科,公办,,,,,,,,,
2240,四川城市职业学院,四川省,SC_092,成都市,四川省教育厅,专科,民办,,,,,,,,,
2241,四川现代职业学院,四川省,SC_093,成都市,四川省教育厅,专科,民办,,,,,,,,,
2242,四川幼儿师范高等专科学校,四川省,SC_094,绵阳市,四川省,专科,公办,,,,,,,,,
2243,四川长江职业学院,四川省,SC_095,成都市,四川省教育厅,专科,民办,,,,,,,,,
2244,四川三河职业学院,四川省,SC_096,泸州市,四川省教育厅,专科,民办,,,,,,,,,
2245,川北幼儿师范高等专科学校,四川省,SC_097,广元市,四川省,专科,公办,,,,,,,,,
2246,四川卫生康复职业学院,四川省,SC_098,自贡市,四川省,专科,公办,,,,,,,,,
2247,四川汽车职业技术学院,四川省,SC_099,绵阳市,四川省教育厅,专科,民办,,,,,,,,,
2248,巴中职业技术学院,四川省,SC_100,巴中市,四川省教育厅,专科,民办,,,,,,,,,
2249,四川希望汽车职业学院,四川省,SC_101,资阳市,四川省教育厅,专科,民办,,,,,,,,,
2250,四川电子机械职业技术学院,四川省,SC_102,绵阳市,四川省教育厅,专科,民办,,,,,,,,,
2251,四川文轩职业学院,四川省,SC_103,成都市,四川省教育厅,专科,民办,,,,,,,,,
2252,川南幼儿师范高等专科学校,四川省,SC_104,内江市,四川省,专科,公办,,,,,,,,,
2253,四川护理职业学院,四川省,SC_105,德阳市,四川省,专科,公办,,,,,,,,,
2254,成都工业职业技术学院,四川省,SC_106,成都市,四川省,专科,公办,,,,,,,,,
2255,四川西南航空职业学院,四川省,SC_107,成都市,四川省教育厅,专科,民办,,,,,,,,,
2256,成都工贸职业技术学院,四川省,SC_108,成都市,四川省,专科,公办,,,,,,,,,
2257,四川应用技术职业学院,四川省,SC_109,凉山州,四川省教育厅,专科,民办,,,,,,,,,
2258,贵州大学,贵州省,GZ_001,贵阳市,贵州省,本科,公办,211,贵州省（70所）,,,,,,,
2259,贵州医科大学,贵州省,GZ_002,贵阳市,贵州省,本科,公办,,,,,,,,,
2260,遵义医学院,贵州省,GZ_003,遵义市,贵州省,本科,公办,,,,,,,,,
2261,贵阳中医学院,贵州省,GZ_004,贵阳市,贵州省,本科,公办,,,,,,,,,
2262,贵州师范大学,贵州省,GZ_005,贵阳市,贵州省,本科,公办,,,,,,,,,
2263,遵义师范学院,贵州省,GZ_006,遵义市,贵州省,本科,公办,,,,,,,,,
2264,铜仁学院,贵州省,GZ_007,铜仁市,贵州省,本科,公办,,,,,,,,,
2265,兴义民族师范学院,贵州省,GZ_008,黔西南布依族苗族自治州,贵州省,本科,公办,,,,,,,,,
2266,安顺学院,贵州省,GZ_009,安顺市,贵州省,本科,公办,,,,,,,,,
2267,贵州工程应用技术学院,贵州省,GZ_010,毕节市,贵州省,本科,公办,,,,,,,,,
2268,凯里学院,贵州省,GZ_011,黔东南苗族侗族自治州,贵州省,本科,公办,,,,,,,,,
2269,黔南民族师范学院,贵州省,GZ_012,黔南布依族苗族自治州,贵州省,本科,公办,,,,,,,,,
2270,贵州财经大学,贵州省,GZ_013,贵阳市,贵州省,本科,公办,,,,,,,,,
2271,贵州民族大学,贵州省,GZ_014,贵阳市,贵州省,本科,公办,,,,,,,,,
2272,贵阳学院,贵州省,GZ_015,贵阳市,贵州省,本科,公办,,,,,,,,,
2273,六盘水师范学院,贵州省,GZ_016,六盘水市,贵州省,本科,公办,,,,,,,,,
2274,贵州商学院,贵州省,GZ_017,贵阳市,贵州省,本科,公办,,,,,,,,,
2275,贵州警察学院,贵州省,GZ_018,贵阳市,贵州省,本科,公办,,,,,,,,,
2276,贵阳中医学院时珍学院,贵州省,GZ_019,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2277,贵州财经大学商务学院,贵州省,GZ_020,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2278,贵州大学科技学院,贵州省,GZ_021,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2279,贵州大学明德学院,贵州省,GZ_022,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2280,贵州民族大学人文科技学院,贵州省,GZ_023,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2281,贵州师范大学求是学院,贵州省,GZ_024,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2282,遵义医学院医学与科技学院,贵州省,GZ_025,遵义市,贵州省教育厅,本科,民办,,,,,,,,,
2283,"贵州医科大学神奇民族医药
学院",贵州省,GZ_026,贵阳市,贵州省教育厅,本科,民办,,,,,,,,,
2284,贵州师范学院,贵州省,GZ_027,贵阳市,贵州省,本科,公办,,,,,,,,,
2285,贵州理工学院,贵州省,GZ_028,贵阳市,贵州省,本科,公办,,,,,,,,,
2286,茅台学院,贵州省,GZ_029,遵义市,贵州省教育厅,本科,民办,,,,,,,,,
2287,黔南民族医学高等专科学校,贵州省,GZ_030,黔南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2288,贵州交通职业技术学院,贵州省,GZ_031,贵阳市,贵州省,专科,公办,,,,,,,,,
2289,贵州航天职业技术学院,贵州省,GZ_032,遵义市,贵州省,专科,公办,,,,,,,,,
2290,贵州电子信息职业技术学院,贵州省,GZ_033,黔东南苗族侗族自治州,贵州省,专科,公办,,,,,,,,,
2291,安顺职业技术学院,贵州省,GZ_034,安顺市,贵州省,专科,公办,,,,,,,,,
2292,黔东南民族职业技术学院,贵州省,GZ_035,黔东南苗族侗族自治州,贵州省,专科,公办,,,,,,,,,
2293,黔南民族职业技术学院,贵州省,GZ_036,黔南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2294,遵义职业技术学院,贵州省,GZ_037,遵义市,贵州省,专科,公办,,,,,,,,,
2295,贵州城市职业学院,贵州省,GZ_038,贵阳市,贵州省教育厅,专科,民办,,,,,,,,,
2296,贵州工业职业技术学院,贵州省,GZ_039,贵阳市,贵州省,专科,公办,,,,,,,,,
2297,贵州电力职业技术学院,贵州省,GZ_040,贵阳市,贵州省,专科,公办,,,,,,,,,
2298,六盘水职业技术学院,贵州省,GZ_041,六盘水市,贵州省,专科,公办,,,,,,,,,
